,RunId,iteration,Step,num_agents,num_supportive,stigma_level,support_effectiveness,acceptance_probability,refusal_gets_worse_probability,Average Depression,Mild Count,Moderate Count,Severe Count
712,711,1,50,50,10,0.7,0.9,0.5,0.9,1.06,18,11,21
713,713,1,50,50,10,0.7,0.9,0.7,0.5,0.46,34,9,7
714,715,1,50,50,10,0.7,0.9,0.7,0.9,0.6,30,10,10
715,714,1,50,50,10,0.7,0.9,0.7,0.7,0.62,32,5,13
716,716,1,50,50,10,0.7,0.9,0.9,0.3,0.22,41,7,2
717,717,1,50,50,10,0.7,0.9,0.9,0.5,0.38,38,5,7
718,718,1,50,50,10,0.7,0.9,0.9,0.7,0.56,33,6,11
719,719,1,50,50,10,0.7,0.9,0.9,0.9,0.48,34,8,8
720,720,1,50,50,10,0.9,0.1,0.3,0.3,0.78,23,15,12
721,721,1,50,50,10,0.9,0.1,0.3,0.5,0.94,16,21,13
722,723,1,50,50,10,0.9,0.1,0.3,0.9,0.94,22,9,19
723,722,1,50,50,10,0.9,0.1,0.3,0.7,0.96,18,16,16
724,724,1,50,50,10,0.9,0.1,0.5,0.3,0.88,20,16,14
725,726,1,50,50,10,0.9,0.1,0.5,0.7,0.92,20,14,16
726,725,1,50,50,10,0.9,0.1,0.5,0.5,0.86,18,21,11
727,727,1,50,50,10,0.9,0.1,0.5,0.9,1.12,14,16,20
728,728,1,50,50,10,0.9,0.1,0.7,0.3,0.7,26,13,11
729,729,1,50,50,10,0.9,0.1,0.7,0.5,0.58,28,15,7
730,732,1,50,50,10,0.9,0.1,0.9,0.3,0.48,32,12,6
731,731,1,50,50,10,0.9,0.1,0.7,0.9,1.16,9,24,17
732,730,1,50,50,10,0.9,0.1,0.7,0.7,0.62,27,15,8
733,733,1,50,50,10,0.9,0.1,0.9,0.5,0.66,25,17,8
734,734,1,50,50,10,0.9,0.1,0.9,0.7,0.76,25,12,13
735,735,1,50,50,10,0.9,0.1,0.9,0.9,0.68,27,12,11
736,736,1,50,50,10,0.9,0.3,0.3,0.3,0.52,31,12,7
737,737,1,50,50,10,0.9,0.3,0.3,0.5,0.72,24,16,10
738,738,1,50,50,10,0.9,0.3,0.3,0.7,0.84,22,14,14
739,740,1,50,50,10,0.9,0.3,0.5,0.3,0.64,28,12,10
740,739,1,50,50,10,0.9,0.3,0.3,0.9,1.22,10,19,21
741,741,1,50,50,10,0.9,0.3,0.5,0.5,0.8,24,12,14
742,743,1,50,50,10,0.9,0.3,0.5,0.9,0.96,17,18,15
743,742,1,50,50,10,0.9,0.3,0.5,0.7,0.72,27,10,13
744,744,1,50,50,10,0.9,0.3,0.7,0.3,0.72,26,12,12
745,746,1,50,50,10,0.9,0.3,0.7,0.7,0.8,23,14,13
746,745,1,50,50,10,0.9,0.3,0.7,0.5,0.66,28,11,11
747,747,1,50,50,10,0.9,0.3,0.7,0.9,0.66,25,17,8
748,749,1,50,50,10,0.9,0.3,0.9,0.5,0.64,29,10,11
749,748,1,50,50,10,0.9,0.3,0.9,0.3,0.4,35,10,5
750,750,1,50,50,10,0.9,0.3,0.9,0.7,0.58,32,7,11
751,751,1,50,50,10,0.9,0.3,0.9,0.9,0.54,33,7,10
752,752,1,50,50,10,0.9,0.5,0.3,0.3,0.56,33,6,11
753,753,1,50,50,10,0.9,0.5,0.3,0.5,0.62,31,7,12
754,754,1,50,50,10,0.9,0.5,0.3,0.7,1.26,12,13,25
755,756,1,50,50,10,0.9,0.5,0.5,0.3,0.64,29,10,11
756,755,1,50,50,10,0.9,0.5,0.3,0.9,1.04,15,18,17
757,758,1,50,50,10,0.9,0.5,0.5,0.7,0.86,23,11,16
758,759,1,50,50,10,0.9,0.5,0.5,0.9,0.82,23,13,14
759,757,1,50,50,10,0.9,0.5,0.5,0.5,0.48,36,4,10
760,760,1,50,50,10,0.9,0.5,0.7,0.3,0.36,38,6,6
761,761,1,50,50,10,0.9,0.5,0.7,0.5,0.62,31,7,12
762,762,1,50,50,10,0.9,0.5,0.7,0.7,0.58,28,15,7
763,763,1,50,50,10,0.9,0.5,0.7,0.9,0.42,34,11,5
764,764,1,50,50,10,0.9,0.5,0.9,0.3,0.38,36,9,5
765,765,1,50,50,10,0.9,0.5,0.9,0.5,0.3,40,5,5
766,766,1,50,50,10,0.9,0.5,0.9,0.7,0.5,33,9,8
767,767,1,50,50,10,0.9,0.5,0.9,0.9,0.34,38,7,5
768,768,1,50,50,10,0.9,0.7,0.3,0.3,0.7,29,7,14
769,769,1,50,50,10,0.9,0.7,0.3,0.5,0.76,25,12,13
770,773,1,50,50,10,0.9,0.7,0.5,0.5,0.72,25,14,11
771,771,1,50,50,10,0.9,0.7,0.3,0.9,1.36,13,6,31
772,772,1,50,50,10,0.9,0.7,0.5,0.3,0.64,30,8,12
773,774,1,50,50,10,0.9,0.7,0.5,0.7,0.78,26,9,15
774,770,1,50,50,10,0.9,0.7,0.3,0.7,1.16,18,6,26
775,775,1,50,50,10,0.9,0.7,0.5,0.9,1.02,20,9,21
776,776,1,50,50,10,0.9,0.7,0.7,0.3,0.68,29,8,13
777,777,1,50,50,10,0.9,0.7,0.7,0.5,0.62,32,5,13
778,779,1,50,50,10,0.9,0.7,0.7,0.9,0.76,25,12,13
779,778,1,50,50,10,0.9,0.7,0.7,0.7,0.54,32,9,9
780,780,1,50,50,10,0.9,0.7,0.9,0.3,0.56,32,8,10
781,781,1,50,50,10,0.9,0.7,0.9,0.5,0.42,34,11,5
782,782,1,50,50,10,0.9,0.7,0.9,0.7,0.58,29,13,8
783,783,1,50,50,10,0.9,0.7,0.9,0.9,0.4,38,4,8
784,784,1,50,50,10,0.9,0.9,0.3,0.3,0.62,28,13,9
785,785,1,50,50,10,0.9,0.9,0.3,0.5,0.86,21,15,14
786,788,1,50,50,10,0.9,0.9,0.5,0.3,0.48,36,4,10
787,786,1,50,50,10,0.9,0.9,0.3,0.7,1.02,21,7,22
788,787,1,50,50,10,0.9,0.9,0.3,0.9,1.16,15,12,23
789,790,1,50,50,10,0.9,0.9,0.5,0.7,0.56,33,6,11
790,789,1,50,50,10,0.9,0.9,0.5,0.5,0.72,28,8,14
791,792,1,50,50,10,0.9,0.9,0.7,0.3,0.42,35,9,6
792,791,1,50,50,10,0.9,0.9,0.5,0.9,0.86,25,7,18
793,794,1,50,50,10,0.9,0.9,0.7,0.7,0.58,33,5,12
794,793,1,50,50,10,0.9,0.9,0.7,0.5,0.64,29,10,11
795,795,1,50,50,10,0.9,0.9,0.7,0.9,0.7,28,9,13
796,796,1,50,50,10,0.9,0.9,0.9,0.3,0.36,38,6,6
797,797,1,50,50,10,0.9,0.9,0.9,0.5,0.56,33,6,11
798,798,1,50,50,10,0.9,0.9,0.9,0.7,0.36,37,8,5
799,799,1,50,50,10,0.9,0.9,0.9,0.9,0.5,35,5,10
800,800,2,50,50,10,0.1,0.1,0.3,0.3,0.88,22,12,16
801,801,2,50,50,10,0.1,0.1,0.3,0.5,1.02,12,25,13
802,802,2,50,50,10,0.1,0.1,0.3,0.7,1.02,15,19,16
803,803,2,50,50,10,0.1,0.1,0.3,0.9,1.22,11,17,22
804,805,2,50,50,10,0.1,0.1,0.5,0.5,0.66,25,17,8
805,806,2,50,50,10,0.1,0.1,0.5,0.7,0.76,24,14,12
806,804,2,50,50,10,0.1,0.1,0.5,0.3,0.62,27,15,8
807,808,2,50,50,10,0.1,0.1,0.7,0.3,0.8,26,8,16
808,812,2,50,50,10,0.1,0.1,0.9,0.3,0.92,18,18,14
809,807,2,50,50,10,0.1,0.1,0.5,0.9,0.94,20,13,17
810,811,2,50,50,10,0.1,0.1,0.7,0.9,0.88,20,16,14
811,809,2,50,50,10,0.1,0.1,0.7,0.5,0.72,25,14,11
812,810,2,50,50,10,0.1,0.1,0.7,0.7,0.64,27,14,9
813,814,2,50,50,10,0.1,0.1,0.9,0.7,0.8,23,14,13
814,813,2,50,50,10,0.1,0.1,0.9,0.5,0.76,24,14,12
815,815,2,50,50,10,0.1,0.1,0.9,0.9,0.72,26,12,12
816,816,2,50,50,10,0.1,0.3,0.3,0.3,0.38,38,5,7
817,818,2,50,50,10,0.1,0.3,0.3,0.7,1.16,15,12,23
818,817,2,50,50,10,0.1,0.3,0.3,0.5,1.04,19,10,21
819,819,2,50,50,10,0.1,0.3,0.3,0.9,0.92,17,20,13
820,820,2,50,50,10,0.1,0.3,0.5,0.3,0.44,33,12,5
821,822,2,50,50,10,0.1,0.3,0.5,0.7,0.74,23,17,10
822,824,2,50,50,10,0.1,0.3,0.7,0.3,0.48,34,8,8
823,821,2,50,50,10,0.1,0.3,0.5,0.5,0.62,29,11,10
824,826,2,50,50,10,0.1,0.3,0.7,0.7,0.78,25,11,14
825,823,2,50,50,10,0.1,0.3,0.5,0.9,0.92,17,20,13
826,825,2,50,50,10,0.1,0.3,0.7,0.5,0.5,32,11,7
827,827,2,50,50,10,0.1,0.3,0.7,0.9,0.82,22,15,13
828,828,2,50,50,10,0.1,0.3,0.9,0.3,0.3,39,7,4
829,829,2,50,50,10,0.1,0.3,0.9,0.5,0.58,30,11,9
830,830,2,50,50,10,0.1,0.3,0.9,0.7,0.54,31,11,8
831,831,2,50,50,10,0.1,0.3,0.9,0.9,0.54,33,7,10
832,832,2,50,50,10,0.1,0.5,0.3,0.3,0.44,32,14,4
833,835,2,50,50,10,0.1,0.5,0.3,0.9,1.06,18,11,21
834,833,2,50,50,10,0.1,0.5,0.3,0.5,0.72,27,10,13
835,834,2,50,50,10,0.1,0.5,0.3,0.7,1.0,19,12,19
836,836,2,50,50,10,0.1,0.5,0.5,0.3,0.48,33,10,7
837,840,2,50,50,10,0.1,0.5,0.7,0.3,0.48,34,8,8
838,837,2,50,50,10,0.1,0.5,0.5,0.5,0.6,30,10,10
839,839,2,50,50,10,0.1,0.5,0.5,0.9,1.14,14,15,21
840,841,2,50,50,10,0.1,0.5,0.7,0.5,0.32,39,6,5
841,838,2,50,50,10,0.1,0.5,0.5,0.7,0.8,24,12,14
842,842,2,50,50,10,0.1,0.5,0.7,0.7,0.5,35,5,10
843,844,2,50,50,10,0.1,0.5,0.9,0.3,0.42,36,7,7
844,843,2,50,50,10,0.1,0.5,0.7,0.9,0.5,33,9,8
845,845,2,50,50,10,0.1,0.5,0.9,0.5,0.2,43,4,3
846,846,2,50,50,10,0.1,0.5,0.9,0.7,0.34,39,5,6
847,847,2,50,50,10,0.1,0.5,0.9,0.9,0.46,35,7,8
848,848,2,50,50,10,0.1,0.7,0.3,0.3,0.52,34,6,10
849,850,2,50,50,10,0.1,0.7,0.3,0.7,0.72,27,10,13
850,849,2,50,50,10,0.1,0.7,0.3,0.5,0.94,22,9,19
851,851,2,50,50,10,0.1,0.7,0.3,0.9,1.34,12,9,29
852,854,2,50,50,10,0.1,0.7,0.5,0.7,0.86,25,7,18
853,855,2,50,50,10,0.1,0.7,0.5,0.9,1.02,19,11,20
854,852,2,50,50,10,0.1,0.7,0.5,0.3,0.52,31,12,7
855,853,2,50,50,10,0.1,0.7,0.5,0.5,0.62,32,5,13
856,857,2,50,50,10,0.1,0.7,0.7,0.5,0.58,32,7,11
857,856,2,50,50,10,0.1,0.7,0.7,0.3,0.44,36,6,8
858,858,2,50,50,10,0.1,0.7,0.7,0.7,0.52,31,12,7
859,859,2,50,50,10,0.1,0.7,0.7,0.9,0.6,32,6,12
860,860,2,50,50,10,0.1,0.7,0.9,0.3,0.36,38,6,6
861,861,2,50,50,10,0.1,0.7,0.9,0.5,0.42,37,5,8
862,862,2,50,50,10,0.1,0.7,0.9,0.7,0.32,37,10,3
863,863,2,50,50,10,0.1,0.7,0.9,0.9,0.48,34,8,8
864,864,2,50,50,10,0.1,0.9,0.3,0.3,0.74,28,7,15
865,865,2,50,50,10,0.1,0.9,0.3,0.5,0.7,29,7,14
866,868,2,50,50,10,0.1,0.9,0.5,0.3,0.72,29,6,15
867,866,2,50,50,10,0.1,0.9,0.3,0.7,0.92,24,6,20
868,869,2,50,50,10,0.1,0.9,0.5,0.5,0.74,27,9,14
869,867,2,50,50,10,0.1,0.9,0.3,0.9,1.24,13,12,25
870,871,2,50,50,10,0.1,0.9,0.5,0.9,1.0,16,18,16
871,870,2,50,50,10,0.1,0.9,0.5,0.7,0.78,24,13,13
872,873,2,50,50,10,0.1,0.9,0.7,0.5,0.6,31,8,11
873,872,2,50,50,10,0.1,0.9,0.7,0.3,0.3,40,5,5
874,874,2,50,50,10,0.1,0.9,0.7,0.7,0.7,27,11,12
875,875,2,50,50,10,0.1,0.9,0.7,0.9,0.7,25,15,10
876,876,2,50,50,10,0.1,0.9,0.9,0.3,0.34,39,5,6
877,877,2,50,50,10,0.1,0.9,0.9,0.5,0.38,37,7,6
878,878,2,50,50,10,0.1,0.9,0.9,0.7,0.38,37,7,6
879,879,2,50,50,10,0.1,0.9,0.9,0.9,0.22,41,7,2
880,880,2,50,50,10,0.3,0.1,0.3,0.3,0.82,23,13,14
881,881,2,50,50,10,0.3,0.1,0.3,0.5,0.66,29,9,12
882,882,2,50,50,10,0.3,0.1,0.3,0.7,1.06,16,15,19
883,883,2,50,50,10,0.3,0.1,0.3,0.9,1.1,12,21,17
884,885,2,50,50,10,0.3,0.1,0.5,0.5,0.6,28,14,8
885,884,2,50,50,10,0.3,0.1,0.5,0.3,0.62,28,13,9
886,886,2,50,50,10,0.3,0.1,0.5,0.7,0.76,21,20,9
887,888,2,50,50,10,0.3,0.1,0.7,0.3,0.86,22,13,15
888,887,2,50,50,10,0.3,0.1,0.5,0.9,0.82,22,15,13
889,890,2,50,50,10,0.3,0.1,0.7,0.7,0.88,18,20,12
890,889,2,50,50,10,0.3,0.1,0.7,0.5,0.84,23,12,15
891,891,2,50,50,10,0.3,0.1,0.7,0.9,0.74,24,15,11
892,892,2,50,50,10,0.3,0.1,0.9,0.3,0.6,29,12,9
893,893,2,50,50,10,0.3,0.1,0.9,0.5,0.76,26,10,14
894,894,2,50,50,10,0.3,0.1,0.9,0.7,0.76,25,12,13
895,895,2,50,50,10,0.3,0.1,0.9,0.9,0.84,19,20,11
896,896,2,50,50,10,0.3,0.3,0.3,0.3,0.68,27,12,11
897,898,2,50,50,10,0.3,0.3,0.3,0.7,0.98,17,17,16
898,897,2,50,50,10,0.3,0.3,0.3,0.5,0.84,22,14,14
899,899,2,50,50,10,0.3,0.3,0.3,0.9,1.22,12,15,23
900,900,2,50,50,10,0.3,0.3,0.5,0.3,0.64,26,16,8
901,902,2,50,50,10,0.3,0.3,0.5,0.7,0.76,27,8,15
902,904,2,50,50,10,0.3,0.3,0.7,0.3,0.54,31,11,8
903,903,2,50,50,10,0.3,0.3,0.5,0.9,0.8,23,14,13
904,901,2,50,50,10,0.3,0.3,0.5,0.5,0.66,25,17,8
905,905,2,50,50,10,0.3,0.3,0.7,0.5,0.7,26,13,11
906,907,2,50,50,10,0.3,0.3,0.7,0.9,0.96,19,14,17
907,906,2,50,50,10,0.3,0.3,0.7,0.7,0.64,30,8,12
908,908,2,50,50,10,0.3,0.3,0.9,0.3,0.42,37,5,8
909,909,2,50,50,10,0.3,0.3,0.9,0.5,0.64,30,8,12
910,910,2,50,50,10,0.3,0.3,0.9,0.7,0.5,34,7,9
911,911,2,50,50,10,0.3,0.3,0.9,0.9,0.44,35,8,7
912,912,2,50,50,10,0.3,0.5,0.3,0.3,0.4,35,10,5
913,913,2,50,50,10,0.3,0.5,0.3,0.5,0.94,22,9,19
914,914,2,50,50,10,0.3,0.5,0.3,0.7,0.82,24,11,15
915,915,2,50,50,10,0.3,0.5,0.3,0.9,1.24,14,10,26
916,916,2,50,50,10,0.3,0.5,0.5,0.3,0.56,32,8,10
917,919,2,50,50,10,0.3,0.5,0.5,0.9,0.88,22,12,16
918,917,2,50,50,10,0.3,0.5,0.5,0.5,0.64,28,12,10
919,918,2,50,50,10,0.3,0.5,0.5,0.7,0.76,28,6,16
920,920,2,50,50,10,0.3,0.5,0.7,0.3,0.4,35,10,5
921,922,2,50,50,10,0.3,0.5,0.7,0.7,0.42,33,13,4
922,921,2,50,50,10,0.3,0.5,0.7,0.5,0.6,31,8,11
923,923,2,50,50,10,0.3,0.5,0.7,0.9,0.6,28,14,8
924,924,2,50,50,10,0.3,0.5,0.9,0.3,0.38,37,7,6
925,925,2,50,50,10,0.3,0.5,0.9,0.5,0.38,38,5,7
926,926,2,50,50,10,0.3,0.5,0.9,0.7,0.36,38,6,6
927,927,2,50,50,10,0.3,0.5,0.9,0.9,0.44,35,8,7
928,928,2,50,50,10,0.3,0.7,0.3,0.3,0.64,29,10,11
929,929,2,50,50,10,0.3,0.7,0.3,0.5,0.88,23,10,17
930,931,2,50,50,10,0.3,0.7,0.3,0.9,1.18,16,9,25
931,930,2,50,50,10,0.3,0.7,0.3,0.7,1.02,19,11,20
932,932,2,50,50,10,0.3,0.7,0.5,0.3,0.56,32,8,10
933,933,2,50,50,10,0.3,0.7,0.5,0.5,0.72,28,8,14
934,934,2,50,50,10,0.3,0.7,0.5,0.7,0.84,24,10,16
935,936,2,50,50,10,0.3,0.7,0.7,0.3,0.66,28,11,11
936,935,2,50,50,10,0.3,0.7,0.5,0.9,1.02,19,11,20
937,937,2,50,50,10,0.3,0.7,0.7,0.5,0.66,29,9,12
938,938,2,50,50,10,0.3,0.7,0.7,0.7,0.78,26,9,15
939,940,2,50,50,10,0.3,0.7,0.9,0.3,0.38,37,7,6
940,939,2,50,50,10,0.3,0.7,0.7,0.9,0.62,32,5,13
941,941,2,50,50,10,0.3,0.7,0.9,0.5,0.48,33,10,7
942,942,2,50,50,10,0.3,0.7,0.9,0.7,0.44,35,8,7
943,943,2,50,50,10,0.3,0.7,0.9,0.9,0.54,31,11,8
944,944,2,50,50,10,0.3,0.9,0.3,0.3,0.76,25,12,13
945,945,2,50,50,10,0.3,0.9,0.3,0.5,0.82,25,9,16
946,946,2,50,50,10,0.3,0.9,0.3,0.7,1.02,20,9,21
947,948,2,50,50,10,0.3,0.9,0.5,0.3,0.8,26,8,16
948,947,2,50,50,10,0.3,0.9,0.3,0.9,1.16,17,8,25
949,950,2,50,50,10,0.3,0.9,0.5,0.7,0.9,24,7,19
950,951,2,50,50,10,0.3,0.9,0.5,0.9,0.76,27,8,15
951,949,2,50,50,10,0.3,0.9,0.5,0.5,0.62,31,7,12
952,953,2,50,50,10,0.3,0.9,0.7,0.5,0.54,34,5,11
953,952,2,50,50,10,0.3,0.9,0.7,0.3,0.34,37,9,4
954,954,2,50,50,10,0.3,0.9,0.7,0.7,0.66,29,9,12
955,956,2,50,50,10,0.3,0.9,0.9,0.3,0.46,35,7,8
956,955,2,50,50,10,0.3,0.9,0.7,0.9,0.64,29,10,11
957,957,2,50,50,10,0.3,0.9,0.9,0.5,0.34,38,7,5
958,958,2,50,50,10,0.3,0.9,0.9,0.7,0.34,38,7,5
959,959,2,50,50,10,0.3,0.9,0.9,0.9,0.7,27,11,12
960,960,2,50,50,10,0.5,0.1,0.3,0.3,0.8,19,22,9
961,961,2,50,50,10,0.5,0.1,0.3,0.5,0.78,21,19,10
962,962,2,50,50,10,0.5,0.1,0.3,0.7,0.82,23,13,14
963,963,2,50,50,10,0.5,0.1,0.3,0.9,1.34,10,13,27
964,964,2,50,50,10,0.5,0.1,0.5,0.3,0.8,20,20,10
965,966,2,50,50,10,0.5,0.1,0.5,0.7,1.02,16,17,17
966,965,2,50,50,10,0.5,0.1,0.5,0.5,0.9,20,15,15
967,969,2,50,50,10,0.5,0.1,0.7,0.5,0.74,26,11,13
968,968,2,50,50,10,0.5,0.1,0.7,0.3,0.4,35,10,5
969,967,2,50,50,10,0.5,0.1,0.5,0.9,1.16,15,12,23
970,970,2,50,50,10,0.5,0.1,0.7,0.7,0.54,28,17,5
971,971,2,50,50,10,0.5,0.1,0.7,0.9,0.98,17,17,16
972,972,2,50,50,10,0.5,0.1,0.9,0.3,0.8,24,12,14
973,973,2,50,50,10,0.5,0.1,0.9,0.5,0.54,31,11,8
974,974,2,50,50,10,0.5,0.1,0.9,0.7,0.68,27,12,11
975,975,2,50,50,10,0.5,0.1,0.9,0.9,0.98,19,13,18
976,976,2,50,50,10,0.5,0.3,0.3,0.3,0.7,26,13,11
977,977,2,50,50,10,0.5,0.3,0.3,0.5,0.78,22,17,11
978,978,2,50,50,10,0.5,0.3,0.3,0.7,1.26,11,15,24
979,979,2,50,50,10,0.5,0.3,0.3,0.9,1.16,11,20,19
980,980,2,50,50,10,0.5,0.3,0.5,0.3,0.6,29,12,9
981,981,2,50,50,10,0.5,0.3,0.5,0.5,0.7,25,15,10
982,983,2,50,50,10,0.5,0.3,0.5,0.9,0.92,22,10,18
983,984,2,50,50,10,0.5,0.3,0.7,0.3,0.38,37,7,6
984,982,2,50,50,10,0.5,0.3,0.5,0.7,0.64,29,10,11
985,985,2,50,50,10,0.5,0.3,0.7,0.5,0.52,31,12,7
986,986,2,50,50,10,0.5,0.3,0.7,0.7,0.7,27,11,12
987,987,2,50,50,10,0.5,0.3,0.7,0.9,0.56,31,10,9
988,988,2,50,50,10,0.5,0.3,0.9,0.3,0.5,33,9,8
989,989,2,50,50,10,0.5,0.3,0.9,0.5,0.58,30,11,9
990,990,2,50,50,10,0.5,0.3,0.9,0.7,0.44,34,10,6
991,991,2,50,50,10,0.5,0.3,0.9,0.9,0.48,33,10,7
992,992,2,50,50,10,0.5,0.5,0.3,0.3,0.58,31,9,10
993,993,2,50,50,10,0.5,0.5,0.3,0.5,0.8,25,10,15
994,994,2,50,50,10,0.5,0.5,0.3,0.7,0.84,21,16,13
995,996,2,50,50,10,0.5,0.5,0.5,0.3,0.38,36,9,5
996,1001,2,50,50,10,0.5,0.5,0.7,0.5,0.52,30,14,6
997,998,2,50,50,10,0.5,0.5,0.5,0.7,0.68,29,8,13
998,997,2,50,50,10,0.5,0.5,0.5,0.5,0.66,28,11,11
999,995,2,50,50,10,0.5,0.5,0.3,0.9,1.18,16,9,25
1000,1000,2,50,50,10,0.5,0.5,0.7,0.3,0.32,38,8,4
1001,999,2,50,50,10,0.5,0.5,0.5,0.9,1.1,15,15,20
1002,1002,2,50,50,10,0.5,0.5,0.7,0.7,0.58,28,15,7
1003,1004,2,50,50,10,0.5,0.5,0.9,0.3,0.44,34,10,6
1004,1003,2,50,50,10,0.5,0.5,0.7,0.9,0.58,30,11,9
1005,1005,2,50,50,10,0.5,0.5,0.9,0.5,0.42,35,9,6
1006,1006,2,50,50,10,0.5,0.5,0.9,0.7,0.48,34,8,8
1007,1007,2,50,50,10,0.5,0.5,0.9,0.9,0.64,28,12,10
1008,1008,2,50,50,10,0.5,0.7,0.3,0.3,0.58,31,9,10
1009,1009,2,50,50,10,0.5,0.7,0.3,0.5,0.78,24,13,13
1010,1011,2,50,50,10,0.5,0.7,0.3,0.9,1.24,12,14,24
1011,1010,2,50,50,10,0.5,0.7,0.3,0.7,0.9,25,5,20
1012,1012,2,50,50,10,0.5,0.7,0.5,0.3,0.38,34,13,3
1013,1014,2,50,50,10,0.5,0.7,0.5,0.7,0.9,23,9,18
1014,1015,2,50,50,10,0.5,0.7,0.5,0.9,0.94,21,11,18
1015,1013,2,50,50,10,0.5,0.7,0.5,0.5,0.44,31,16,3
1016,1016,2,50,50,10,0.5,0.7,0.7,0.3,0.44,33,12,5
1017,1019,2,50,50,10,0.5,0.7,0.7,0.9,0.62,29,11,10
1018,1020,2,50,50,10,0.5,0.7,0.9,0.3,0.24,41,6,3
1019,1017,2,50,50,10,0.5,0.7,0.7,0.5,0.68,28,10,12
1020,1018,2,50,50,10,0.5,0.7,0.7,0.7,0.5,33,9,8
1021,1021,2,50,50,10,0.5,0.7,0.9,0.5,0.58,31,9,10
1022,1022,2,50,50,10,0.5,0.7,0.9,0.7,0.38,38,5,7
1023,1023,2,50,50,10,0.5,0.7,0.9,0.9,0.58,32,7,11
1024,1024,2,50,50,10,0.5,0.9,0.3,0.3,0.46,34,9,7
1025,1025,2,50,50,10,0.5,0.9,0.3,0.5,0.82,26,7,17
1026,1026,2,50,50,10,0.5,0.9,0.3,0.7,1.02,19,11,20
1027,1030,2,50,50,10,0.5,0.9,0.5,0.7,0.8,24,12,14
1028,1027,2,50,50,10,0.5,0.9,0.3,0.9,1.22,16,7,27
1029,1029,2,50,50,10,0.5,0.9,0.5,0.5,0.48,30,16,4
1030,1028,2,50,50,10,0.5,0.9,0.5,0.3,0.42,34,11,5
1031,1032,2,50,50,10,0.5,0.9,0.7,0.3,0.5,33,9,8
1032,1031,2,50,50,10,0.5,0.9,0.5,0.9,0.94,21,11,18
1033,1034,2,50,50,10,0.5,0.9,0.7,0.7,0.82,25,9,16
1034,1035,2,50,50,10,0.5,0.9,0.7,0.9,0.7,24,17,9
1035,1036,2,50,50,10,0.5,0.9,0.9,0.3,0.48,36,4,10
1036,1033,2,50,50,10,0.5,0.9,0.7,0.5,0.46,35,7,8
1037,1038,2,50,50,10,0.5,0.9,0.9,0.7,0.48,35,6,9
1038,1037,2,50,50,10,0.5,0.9,0.9,0.5,0.42,38,3,9
1039,1039,2,50,50,10,0.5,0.9,0.9,0.9,0.38,37,7,6
1040,1040,2,50,50,10,0.7,0.1,0.3,0.3,0.9,20,15,15
1041,1041,2,50,50,10,0.7,0.1,0.3,0.5,0.68,25,16,9
1042,1042,2,50,50,10,0.7,0.1,0.3,0.7,1.0,17,16,17
1043,1044,2,50,50,10,0.7,0.1,0.5,0.3,0.54,32,9,9
1044,1045,2,50,50,10,0.7,0.1,0.5,0.5,0.82,23,13,14
1045,1046,2,50,50,10,0.7,0.1,0.5,0.7,0.7,25,15,10
1046,1051,2,50,50,10,0.7,0.1,0.7,0.9,0.84,25,8,17
1047,1043,2,50,50,10,0.7,0.1,0.3,0.9,1.26,11,15,24
1048,1047,2,50,50,10,0.7,0.1,0.5,0.9,0.98,19,13,18
1049,1048,2,50,50,10,0.7,0.1,0.7,0.3,0.66,23,21,6
1050,1049,2,50,50,10,0.7,0.1,0.7,0.5,0.78,25,11,14
1051,1052,2,50,50,10,0.7,0.1,0.9,0.3,0.62,30,9,11
1052,1050,2,50,50,10,0.7,0.1,0.7,0.7,0.7,26,13,11
1053,1054,2,50,50,10,0.7,0.1,0.9,0.7,0.48,34,8,8
1054,1053,2,50,50,10,0.7,0.1,0.9,0.5,0.62,28,13,9
1055,1055,2,50,50,10,0.7,0.1,0.9,0.9,0.52,32,10,8
1056,1057,2,50,50,10,0.7,0.3,0.3,0.5,0.86,19,19,12
1057,1056,2,50,50,10,0.7,0.3,0.3,0.3,0.48,32,12,6
1058,1058,2,50,50,10,0.7,0.3,0.3,0.7,1.02,16,17,17
1059,1060,2,50,50,10,0.7,0.3,0.5,0.3,0.8,26,8,16
1060,1059,2,50,50,10,0.7,0.3,0.3,0.9,1.34,12,9,29
1061,1066,2,50,50,10,0.7,0.3,0.7,0.7,0.72,24,16,10
1062,1064,2,50,50,10,0.7,0.3,0.7,0.3,0.52,33,8,9
1063,1061,2,50,50,10,0.7,0.3,0.5,0.5,0.78,25,11,14
1064,1068,2,50,50,10,0.7,0.3,0.9,0.3,0.66,29,9,12
1065,1062,2,50,50,10,0.7,0.3,0.5,0.7,0.76,27,8,15
1066,1067,2,50,50,10,0.7,0.3,0.7,0.9,0.7,26,13,11
1067,1065,2,50,50,10,0.7,0.3,0.7,0.5,0.46,35,7,8
1068,1063,2,50,50,10,0.7,0.3,0.5,0.9,0.94,21,11,18
1069,1069,2,50,50,10,0.7,0.3,0.9,0.5,0.5,31,13,6
1070,1070,2,50,50,10,0.7,0.3,0.9,0.7,0.56,31,10,9
1071,1071,2,50,50,10,0.7,0.3,0.9,0.9,0.54,31,11,8
1072,1072,2,50,50,10,0.7,0.5,0.3,0.3,0.48,33,10,7
1073,1073,2,50,50,10,0.7,0.5,0.3,0.5,0.86,22,13,15
